model,continuous_NRI,NRI_ci95_low,NRI_ci95_high,IDI,IDI_ci95_low,IDI_ci95_high,bootstrap_resamples
clinical_plus_myeloid,0.5092592592592593,-0.01388888888888884,1.0163194444444439,0.07359504092340308,-0.0013154461004726992,0.15061120254560523,2000
clinical_plus_barrier,0.29861111111111116,-0.22002314814814816,0.7824074074074074,0.010291837323325614,-0.031675743059694436,0.051727972034542095,2000
clinical_plus_myeloid_barrier,0.29861111111111116,-0.18518518518518517,0.7824074074074074,0.06037020214575389,-0.01282953341464839,0.13367831876761618,2000
