geo_accession,resident_like_macrophage,inflammatory_monocyte,other_myeloid,stroma,colonic_epithelium
GSM2429346,0.04571960845031916,0.0,0.18060149764229802,0.2087646324726008,0.5649142614347821
GSM2429347,0.04913445551875488,0.0,0.18312320851990116,0.20161025051575943,0.5661320854455846
GSM2429348,0.03615650054570923,0.0,0.17393797338742598,0.23517977327539807,0.5547257527914667
GSM2429349,0.0,0.0,0.20639642401471076,0.186041184724675,0.6075623912606143
GSM2429350,0.02210590968298665,0.04045578980215214,0.1478564448774068,0.16275430955616083,0.6268275460812937
GSM2429351,0.017589380308241292,0.11283883238216032,0.21008775341502453,0.19879610486620714,0.46068792902836664
GSM2429352,0.0,0.0,0.17599142157779082,0.2616730230730781,0.562335555349131
GSM2429353,0.04256792210506765,0.0,0.19522208576358152,0.16252706944275674,0.5996829226885941
GSM2429354,0.0,0.0,0.22813958993113775,0.252617420984016,0.5192429890848462
GSM2429355,0.06622845563777109,0.0,0.17864737067221684,0.15650887827959759,0.5986152954104145
GSM2429356,0.05305856489309035,0.032056293776621995,0.19645325876329775,0.238260497433085,0.48017138513390484
GSM2429357,0.023327536872016625,0.0,0.13261733873535328,0.2336591479380553,0.6103959764545748
GSM2429358,0.0,0.039923284875761834,0.15161625058860168,0.25713453277912957,0.5513259317565069
GSM2429359,0.04077541263646811,0.0,0.17442135900901312,0.2751503894830403,0.5096528388714784
GSM2429360,0.13487480469589008,0.04912154531143406,0.07790327596010721,0.19652316928602617,0.5415772047465425
GSM2429361,0.0,0.00045574985296154463,0.2298417529731415,0.27131589861052047,0.49838659856337664
GSM2429362,0.0,0.034838175126342366,0.19985568567378048,0.20651317817330356,0.5587929610265736
GSM2429363,0.0,0.06658246770944273,0.20118329798411813,0.3406891303028167,0.3915451040036223
GSM2429364,0.008502091527756057,0.06970190598499484,0.16007688675164375,0.23081716449838974,0.5309019512372156
GSM2429365,0.0,0.07048025794558088,0.22736794681763084,0.32401209667981784,0.3781396985569704
GSM2429366,0.046832956926928335,0.08603660891897691,0.1909596241985218,0.31574298155533337,0.3604278284002396
GSM2429367,0.07768635213574519,0.11941528917512477,0.1724873297221693,0.14992626858224872,0.4804847603847121
GSM2429368,0.03133630594580095,0.15056416942778916,0.14776278176562402,0.2826272568335709,0.387709486027215
GSM2429369,0.0,0.11282957113902682,0.12866519878492882,0.17327546860955095,0.5852297614664934
GSM2429370,0.07018982243519052,0.038651449870178586,0.15306202881150496,0.1345818305193377,0.6035148683637882
GSM2429371,0.0,0.005061859032214512,0.19352746691165046,0.24106962782470764,0.5603410462314274
GSM2429372,0.001302989864051241,0.16856174054304396,0.12859602060660294,0.387513951871977,0.3140252971143247
GSM2429373,0.1014850314429778,0.026655073783390725,0.07224007012609761,0.2478167653429086,0.5518030593046253
GSM2429374,0.15111374218142315,0.0,0.1261888460726611,0.1050058029168909,0.6176916088290249
GSM2429375,0.07639352104484523,0.0,0.16239545546250636,0.14214014147630485,0.6190708820163435
GSM2429376,0.022442495942154285,0.051074521969239485,0.17347953807781985,0.34081827835570366,0.4121851656550827
GSM2429377,0.04391780542102542,0.0,0.23323827760529844,0.24104121918704102,0.48180269778663515
GSM2429378,0.03467953756190957,0.0,0.24581921358732817,0.3611014983903334,0.35839975046042893
GSM2429379,0.09840267537929688,0.008741472336815685,0.15520049841038314,0.17330049161573907,0.5643548622577653
GSM2429380,0.0,0.0,0.2085497934505398,0.19414942987637632,0.5973007766730839
GSM2429381,0.13883252767848295,0.0,0.0648944900879125,0.21523019578860877,0.5810427864449957
GSM2429382,0.0575473811405276,0.02316177212524582,0.09517565633763543,0.23743184146617433,0.5866833489304168
GSM2429383,0.0,0.15121142183671185,0.15175599307508983,0.29139940639579426,0.40563317869240406
GSM2429384,0.04947201073488416,0.12547925777762348,0.1750806208624973,0.11591107609377875,0.5340570345312163
GSM2429385,0.025003701113151453,0.007331572213889885,0.20971570864648045,0.16212007207735335,0.5958289459491248
GSM2429386,0.0,0.044818829487767366,0.2262350618228626,0.40022587319544717,0.3287202354939229
GSM2429387,0.0,0.07312751738623186,0.2190344598525655,0.33562673945593735,0.3722112833052653
