,resident_like_macrophage,inflammatory_monocyte,other_myeloid,stroma,colonic_epithelium
AC021237.1,0.15320183964568132,0.10850596886558207,0.07871845775781273,0.044005234777390975,0.0
AC021242.2,0.0,0.0,0.0,0.011127783298664777,0.07736050269799918
AC021242.3,0.8353121753020726,0.9540728543504249,0.6422811640105438,0.5274225562685773,0.6146493165409032
AC021321.1,0.41803249925833175,0.9540728543504249,0.9450922057951718,1.0593705680361254,0.7558055175899145
AC021351.1,0.0,0.0,0.03989605638645116,0.033129121339292356,0.011308732808332805
AC021355.1,0.0,0.0,0.0,0.0,0.0
AC021382.1,0.0,0.0,0.0,0.0,0.0
AC021393.1,0.0,0.0,0.0,0.0,0.0
AC021422.1,0.2916854154205314,0.3037323046627132,0.25855304108031446,0.4146222764074352,0.03919871941998551
AC021439.1,0.0,0.0,0.0,0.0,0.005665446977909845
AC021483.1,0.0,0.0,0.03989605638645116,0.0,0.0
AC021483.2,0.15320183964568132,0.4756617630180751,0.15336308674825527,0.06551453296190632,0.14052011524494729
AC021491.1,0.0,0.0,0.0,0.044005234777390975,0.022529509804773026
AC021491.3,0.0,0.0,0.0,0.0,0.0
AC021491.4,0.15320183964568132,0.0,0.22433487668244584,0.08670785186945702,0.2732647393342094
AC021506.1,0.0,0.0,0.0,0.0,0.005665446977909845
AC021534.1,0.0,0.0,0.0,0.0,0.0
AC021546.1,0.0,0.0,0.0,0.033129121339292356,0.005665446977909845
AC021549.1,0.0,0.0,0.0,0.011127783298664777,0.5267573779958072
AC021594.1,0.0,0.0,0.15336308674825527,0.11792527578185553,0.005665446977909845
AC021594.2,0.0,0.4756617630180751,0.6679691878876498,0.1383678245036296,0.016930030188497116
AC021660.2,0.0,0.0,0.0,0.02217039241817201,0.016930030188497116
AC021678.2,0.0,0.0,0.0,0.0,0.0
AC021683.1,0.0,0.0,0.0,0.011127783298664777,0.005665446977909845
AC021683.2,0.0,0.10850596886558207,0.15336308674825527,0.5881290752547704,0.5502069210189967
AC021683.3,0.0,0.0,0.15336308674825527,0.06551453296190632,0.03919871941998551
AC021698.1,0.0,0.0,0.0,0.0,0.0
AC021713.1,0.0,0.0,0.0,0.0,0.005665446977909845
AC021733.1,0.0,0.0,0.0,0.02217039241817201,0.04471259570320563
AC021736.1,0.0,0.0,0.0,0.011127783298664777,0.0
AC021739.2,1.1585839054973717,0.8946998405412794,1.104088345645272,0.7429912177153019,0.41624556680152613
AC021739.3,0.0,0.2094188879792804,0.41843508174328287,0.1585247510123138,0.2448034633496059
AC021739.4,0.0,0.0,0.3878448046340417,0.08670785186945702,0.03366368862284041
AC021739.5,0.0,0.0,0.03989605638645116,0.033129121339292356,0.028107340363770633
AC021744.1,0.0,0.0,0.0,0.011127783298664777,0.0
AC021752.1,0.15320183964568132,0.3922566758905808,0.7180124896523337,0.5039824710140821,0.19111983909523525
AC021755.2,0.0,0.0,0.0,0.011127783298664777,0.0
AC021755.3,0.2916854154205314,0.0,0.07871845775781273,0.06551453296190632,0.022529509804773026
AC021785.1,0.0,0.0,0.0,0.0,0.0
AC021818.1,0.0,0.0,0.0,0.0,0.0
AC021851.1,0.15320183964568132,0.2094188879792804,0.22433487668244584,0.455927877915857,0.38180676574090044
AC021860.1,0.0,0.0,0.0,0.011127783298664777,0.0
AC021915.1,0.0,0.0,0.0,0.0,0.005665446977909845
AC021915.2,0.0,0.0,0.0,0.0,0.011308732808332805
AC021979.1,0.0,0.0,0.0,0.0,0.0
AC021979.2,0.0,0.0,0.0,0.0,0.011308732808332805
AC022001.2,0.0,0.2094188879792804,0.0,0.02217039241817201,0.0
AC022001.3,0.0,0.10850596886558207,0.18928536007324867,0.08670785186945702,0.0
AC022007.1,0.2916854154205314,0.2094188879792804,0.18928536007324867,0.7562789371935765,0.6763358551816323
AC022017.1,0.0,0.0,0.0,0.0,0.0
AC022021.1,0.0,0.3922566758905808,0.3246468006686816,0.1383678245036296,0.6869531049216538
AC022028.2,0.0,0.0,0.0,0.033129121339292356,0.04471259570320563
AC022031.1,0.0,0.0,0.0,0.0,0.0
AC022031.2,0.0,0.0,0.0,0.0,0.016930030188497116
AC022035.1,0.0,0.0,0.0,0.31037905215870454,0.0
AC022039.1,0.0,0.0,0.0,0.033129121339292356,0.0
AC022075.1,0.0,0.10850596886558207,0.3246468006686816,0.7092264168305591,3.2942258076789814
AC022075.2,0.0,0.0,0.0,0.2269355142408146,0.005665446977909845
AC022079.2,0.0,0.10850596886558207,0.07871845775781273,0.0971888938657805,0.04471259570320563
AC022081.1,0.0,0.0,0.0,0.0,0.0
AC022087.1,0.2916854154205314,0.10850596886558207,0.25855304108031446,0.31935951735113594,0.1558872408929449
AC022092.1,0.9231703333250494,1.0659559066211723,1.1594672411390519,0.011127783298664777,0.0
AC022098.1,2.698152131393748,2.8263293047653812,2.267058342779622,1.9847102639772634,0.8053706943705035
AC022098.2,0.0,0.3037323046627132,0.18928536007324867,0.0,0.016930030188497116
AC022098.3,0.8353121753020726,1.1697832547241587,1.0464985414583525,0.08670785186945702,0.1301836682820277
AC022098.4,0.7417546142468083,1.9884938277062791,2.0497884873697165,0.8146041199945755,1.291587663874277
AC022113.1,0.15320183964568132,0.9540728543504249,0.25855304108031446,0.0,0.10928591372682107
AC022113.2,0.0,0.0,0.0,0.011127783298664777,0.16097345550546674
AC022118.1,0.0,0.0,0.0,0.0,0.0
AC022126.1,0.0,0.0,0.0,0.1585247510123138,0.005665446977909845
AC022140.1,0.0,0.10850596886558207,0.07871845775781273,0.08670785186945702,0.03919871941998551
AC022144.1,0.6417065911265406,0.3037323046627132,1.1774643479049685,2.1698745829757464,2.478229494964644
AC022145.1,0.0,0.0,0.0,0.0,0.005665446977909845
AC022146.2,0.0,0.0,0.07871845775781273,0.02217039241817201,0.005665446977909845
AC022148.1,0.0,0.0,0.07871845775781273,0.0971888938657805,0.06655975010341297
AC022148.2,0.0,0.0,0.03989605638645116,0.011127783298664777,0.028107340363770633
AC022150.1,0.0,0.0,0.07871845775781273,0.05479996905834087,0.04471259570320563
AC022150.3,0.0,0.0,0.0,0.0,0.0
AC022154.1,0.0,0.2094188879792804,0.18928536007324867,0.26461856189060673,0.14052011524494729
AC022164.1,0.0,0.0,0.0,0.02217039241817201,0.0
AC022165.1,0.0,0.0,0.0,0.011127783298664777,0.03366368862284041
AC022166.1,0.0,0.0,0.0,0.0,0.016930030188497116
AC022166.2,0.0,0.0,0.0,0.0,0.0
AC022167.1,0.0,0.10850596886558207,0.15336308674825527,0.1585247510123138,0.32402874071060733
AC022167.2,0.0,0.5545074244141329,0.6161274454441102,0.5196514334973673,0.9621898844098641
AC022167.3,0.15320183964568132,0.0,0.5894908349102774,0.14848149083017906,0.2732647393342094
AC022167.4,0.0,0.0,0.15336308674825527,0.2269355142408146,0.546325036988425
AC022167.5,0.15320183964568132,0.0,0.03989605638645116,0.044005234777390975,0.03366368862284041
AC022173.1,0.0,0.0,0.0,0.044005234777390975,0.011308732808332805
AC022182.1,0.15320183964568132,0.2094188879792804,0.15336308674825527,0.044005234777390975,0.5808916083020633
AC022182.2,1.538334697787413,2.0712679183400593,2.241622844317168,0.33715446344378414,1.5957139824672077
AC022188.1,0.0,0.0,0.0,0.0,0.005665446977909845
AC022196.1,0.0,0.0,0.0,0.044005234777390975,0.011308732808332805
AC022201.1,0.0,0.0,0.0,0.02217039241817201,0.1197726292442381
AC022201.2,0.15320183964568132,0.0,0.0,0.033129121339292356,0.08273070707704679
AC022211.2,0.7417546142468083,0.7680789913890524,1.104088345645272,0.6535031737114056,0.6034842841364813
AC022217.2,0.15320183964568132,0.0,0.03989605638645116,0.011127783298664777,0.016930030188497116
AC022217.3,0.0,0.4756617630180751,0.18928536007324867,0.05479996905834087,0.10401383191737673
AC022239.1,0.0,0.0,0.3246468006686816,0.0,0.011308732808332805
AC022240.1,0.15320183964568132,0.0,0.0,0.0,0.022529509804773026
AC022272.1,0.0,0.0,0.0,0.0,0.0
AC022274.1,0.0,0.0,0.07871845775781273,0.011127783298664777,0.03366368862284041
AC022294.1,0.0,0.0,0.0,0.011127783298664777,0.0
AC022296.3,0.0,0.0,0.03989605638645116,0.08670785186945702,0.016930030188497116
AC022306.2,0.41803249925833175,0.3922566758905808,0.5346952216651221,0.9246242011222907,0.7286575818592665
AC022335.1,0.0,0.0,0.0,0.0,0.011308732808332805
AC022364.1,0.9231703333250494,0.3037323046627132,0.9239266587870063,1.075362257918967,0.7524398319544979
AC022382.1,0.15320183964568132,0.10850596886558207,0.18928536007324867,0.43954727598718396,0.1249875399975576
AC022384.1,0.0,0.0,0.0,0.0,0.0
AC022387.1,0.0,0.10850596886558207,0.0,0.0,0.0
AC022390.1,0.15320183964568132,0.10850596886558207,0.11652347988531384,0.6746524088535528,0.08273070707704679
AC022392.1,0.0,0.0,0.03989605638645116,0.011127783298664777,0.0
AC022395.1,0.0,0.0,0.0,0.033129121339292356,0.016930030188497116
AC022398.1,0.0,0.0,0.0,0.11792527578185553,0.022529509804773026
AC022400.1,0.0,0.5545074244141329,0.0,0.06551453296190632,0.005665446977909845
AC022400.2,0.0,0.0,0.0,0.011127783298664777,0.005665446977909845
AC022400.6,0.15320183964568132,0.3037323046627132,0.41843508174328287,0.29224865724437,0.32402874071060733
AC022414.1,0.0,0.0,0.0,0.0,0.0
AC022424.1,0.0,0.0,0.0,0.0,0.0
AC022424.2,0.0,0.0,0.0,0.011127783298664777,0.0
AC022441.1,0.0,0.0,0.0,0.011127783298664777,0.0
AC022441.2,0.0,0.0,0.0,0.0,0.0
AC022445.1,0.0,0.0,0.0,0.0,0.0
AC022447.1,0.0,0.0,0.0,0.011127783298664777,0.0
AC022447.3,0.0,0.0,0.0,0.0,0.0
AC022447.7,0.0,0.0,0.0,0.0,0.0
AC022469.2,0.0,0.0,0.0,0.0,0.0
AC022486.1,0.0,0.0,0.0,0.0,0.0
AC022498.1,0.0,0.0,0.0,0.0,0.005665446977909845
AC022506.1,0.0,0.0,0.0,0.0,0.0
AC022509.1,0.2916854154205314,0.10850596886558207,0.03989605638645116,0.20771834144133997,0.08273070707704679
AC022509.2,0.7417546142468083,0.0,0.03989605638645116,0.07615010853404029,0.48680739321780636
AC022509.3,0.15320183964568132,0.0,0.15336308674825527,0.1383678245036296,0.2448034633496059
AC022509.4,1.0059837952900417,0.4756617630180751,0.22433487668244584,0.11792527578185553,0.20596004937128568
AC022511.1,0.0,0.0,0.0,0.02217039241817201,0.011308732808332805
AC022517.1,0.0,0.0,0.03989605638645116,0.12818275792491216,0.03366368862284041
AC022523.1,0.0,0.0,0.0,0.0,0.0
AC022523.3,0.0,0.0,0.0,0.0,0.0
AC022535.1,0.0,0.0,0.0,0.0,0.005665446977909845
AC022537.1,0.0,0.0,0.0,0.044005234777390975,0.022529509804773026
AC022540.1,0.0,0.0,0.07871845775781273,0.06551453296190632,0.028107340363770633
AC022558.2,0.0,0.0,0.07871845775781273,0.02217039241817201,0.016930030188497116
AC022558.3,0.15320183964568132,0.0,0.03989605638645116,0.02217039241817201,0.03919871941998551
AC022568.1,0.0,0.0,0.0,0.0,0.005665446977909845
AC022596.1,0.0,0.0,0.0,0.0,0.0
AC022596.2,0.0,0.2094188879792804,0.11652347988531384,0.011127783298664777,0.028107340363770633
AC022601.1,0.0,0.0,0.0,0.011127783298664777,0.0
AC022613.1,0.0,0.0,0.03989605638645116,0.7496503754609349,1.9009626060892988
AC022613.2,0.0,0.0,0.07871845775781273,1.8013688504080398,1.9922517798174055
AC022634.2,0.0,0.0,0.0,0.0,0.0
AC022639.1,0.0,0.0,0.0,0.0,0.005665446977909845
AC022655.1,0.0,0.0,0.0,0.0,0.0
AC022679.1,0.0,0.0,0.0,0.0,0.005665446977909845
AC022679.2,0.0,0.0,0.03989605638645116,0.0,0.0
AC022690.2,0.0,0.0,0.0,0.0,0.0
AC022695.2,0.0,0.0,0.0,0.0,0.0
AC022695.3,0.0,0.0,0.0,0.0,0.0
AC022706.1,0.9231703333250494,0.8946998405412794,0.9450922057951718,1.6133628411628909,0.06655975010341297
AC022710.1,0.0,0.10850596886558207,0.03989605638645116,0.12818275792491216,0.028107340363770633
AC022726.2,0.0,0.0,0.18928536007324867,0.02217039241817201,0.07197023387152215
AC022730.3,0.0,0.0,0.0,0.011127783298664777,0.0
AC022730.4,0.0,0.2094188879792804,0.18928536007324867,0.4229785478911997,0.1197726292442381
AC022733.1,0.0,0.0,0.0,0.05479996905834087,0.028107340363770633
AC022733.2,0.0,0.0,0.0,0.32828442673103375,0.055677527242008584
AC022762.2,0.15320183964568132,0.4756617630180751,0.562353164585199,0.30134233517102277,1.2729162221978103
AC022778.1,0.0,0.10850596886558207,0.0,0.02217039241817201,0.005665446977909845
AC022784.1,0.15320183964568132,0.0,0.6932078117302021,0.24590006923957464,0.3330696749762699
AC022784.2,0.0,0.0,0.0,0.0,0.0
AC022784.3,0.0,0.0,0.07871845775781273,0.044005234777390975,0.10928591372682107
AC022784.6,0.0,0.0,0.0,0.02217039241817201,0.022529509804773026
AC022796.1,0.0,0.0,0.0,0.0,0.0
AC022809.1,0.0,0.0,0.0,0.0,0.0
AC022816.1,0.9231703333250494,0.3922566758905808,0.3246468006686816,0.19801290257742554,0.0
AC022826.2,0.0,0.0,0.0,0.0,0.005665446977909845
AC022858.1,0.0,0.0,0.0,0.02217039241817201,0.061128899199910415
AC022872.1,0.0,0.0,0.03989605638645116,0.044005234777390975,0.016930030188497116
AC022874.1,0.0,0.10850596886558207,0.0,0.12818275792491216,0.061128899199910415
AC022893.1,0.2916854154205314,0.3922566758905808,0.5894908349102774,0.7023775826138337,0.41198540737240474
AC022893.2,0.0,0.0,0.0,0.033129121339292356,0.36867727608768364
AC022893.3,0.0,0.0,0.0,0.02217039241817201,0.0
AC022898.1,0.0,0.0,0.0,0.0,0.0
AC022903.1,0.0,0.0,0.0,0.0,0.0
AC022915.1,0.0,0.0,0.0,0.178403926850422,0.0
AC022915.2,0.0,0.0,0.0,0.7628771827793251,0.011308732808332805
AC022915.3,0.0,0.0,0.0,0.0,0.0
AC022916.1,0.6417065911265406,0.6292664192339831,0.5064966666568033,0.34597029811122487,0.36427409191572047
AC022916.4,0.0,0.0,0.0,0.0,0.0
AC022929.1,0.0,0.0,0.0,0.0,0.0
AC022929.2,0.0,0.0,0.22433487668244584,0.11792527578185553,0.04471259570320563
AC022960.1,0.0,0.0,0.03989605638645116,0.05479996905834087,0.05020547855928063
AC022966.1,0.15320183964568132,0.3037323046627132,0.07871845775781273,0.2173589249878885,0.016930030188497116
AC022973.2,0.0,0.0,0.03989605638645116,0.0,0.005665446977909845
AC022973.3,0.0,0.10850596886558207,0.25855304108031446,0.0,0.005665446977909845
AC022973.4,0.0,0.0,0.0,0.0,0.0
AC023024.1,0.41803249925833175,0.3922566758905808,0.3565918276508423,0.33715446344378414,0.21576938844669252
AC023034.1,0.0,0.0,0.07871845775781273,0.044005234777390975,0.05020547855928063
AC023034.2,0.0,0.0,0.03989605638645116,0.044005234777390975,0.0
AC023043.1,0.0,0.10850596886558207,0.3246468006686816,1.7754988419942275,2.5861522953688687
AC023051.1,0.0,0.0,0.03989605638645116,0.02217039241817201,0.0
AC023055.1,0.15320183964568132,0.3922566758905808,0.29197837950315925,0.2552896736362315,0.22551248090684695
AC023078.5,0.0,0.0,0.0,0.0,0.011308732808332805
AC023090.1,0.0,0.0,0.0,0.02217039241817201,1.951738134550846
AC023115.1,0.0,0.0,0.0,0.0,0.0
AC023128.1,0.0,0.0,0.0,0.0,0.0
AC023136.1,0.15320183964568132,0.10850596886558207,0.11652347988531384,0.05479996905834087,0.022529509804773026
AC023137.1,0.0,0.0,0.0,0.05479996905834087,0.055677527242008584
AC023154.1,0.0,0.0,0.03989605638645116,0.011127783298664777,0.022529509804773026
AC023157.3,3.635469072674701,4.957580617502955,4.128241944165376,3.244674189070683,5.3983754454544535
AC023161.1,0.0,0.0,0.07871845775781273,0.0,0.0
AC023194.3,0.15320183964568132,0.0,0.07871845775781273,0.0,0.0
AC023200.1,0.0,0.0,0.0,0.0,0.0
AC023202.1,0.41803249925833175,0.10850596886558207,0.03989605638645116,0.8397883244508763,0.016930030188497116
AC023300.2,0.0,0.0,0.0,0.06551453296190632,0.1811408740196851
AC023302.1,0.41803249925833175,0.3922566758905808,0.18928536007324867,0.31935951735113594,1.0276942609187179
AC023310.4,0.0,0.10850596886558207,0.0,0.02217039241817201,0.0
AC023347.1,0.0,0.0,0.03989605638645116,0.0,0.0
AC023355.1,0.7417546142468083,0.700341587281102,1.104088345645272,1.1776699974309608,0.6869531049216538
AC023389.1,0.15320183964568132,0.0,0.0,0.10759434095049275,0.09872241350447233
AC023394.1,0.0,0.0,0.0,0.0,0.0
AC023403.1,0.0,0.0,0.0,0.02217039241817201,0.005665446977909845
AC023421.2,0.0,0.0,0.0,0.011127783298664777,0.005665446977909845
AC023442.2,0.0,0.0,0.0,0.0,0.0
AC023442.3,0.0,0.0,0.0,0.0,0.0
AC023469.1,0.0,0.0,0.0,0.0,0.0
AC023469.2,0.0,0.0,0.0,0.0,0.0
AC023481.1,0.0,0.0,0.11652347988531384,0.31935951735113594,0.14052011524494729
AC023490.1,0.0,0.0,0.0,0.011127783298664777,0.011308732808332805
AC023490.3,0.0,0.0,0.0,0.0,0.005665446977909845
AC023491.2,0.0,0.0,0.0,0.0,0.0
AC023509.2,0.0,0.3922566758905808,0.25855304108031446,0.5881290752547704,0.2638398965715452
AC023509.3,0.41803249925833175,0.10850596886558207,0.22433487668244584,0.4801552459550869,0.277954171832199
AC023509.4,1.084300557436334,1.9884938277062791,2.059525697051378,1.684595366967873,1.4743003280668998
AC023510.1,0.0,0.0,0.03989605638645116,0.0,0.005665446977909845
AC023510.2,0.0,0.0,0.0,0.011127783298664777,0.005665446977909845
AC023511.1,0.0,0.0,0.0,0.0,0.011308732808332805
AC023590.1,2.3632509459062288,1.2190229682710216,2.790018892338975,0.6248130977073628,0.8118525666295938
AC023632.2,0.41803249925833175,0.10850596886558207,0.25855304108031446,0.5806789940256644,0.3149307921603257
AC023632.5,0.0,0.10850596886558207,0.0,0.02217039241817201,0.016930030188497116
AC023644.1,0.0,0.0,0.0,0.011127783298664777,0.005665446977909845
AC023669.1,0.0,0.0,0.0,0.0,0.0
AC023669.2,0.0,0.0,0.0,0.0,0.0
AC023762.1,0.0,0.0,0.0,0.0,0.0
AC023790.2,0.15320183964568132,0.0,0.07871845775781273,0.11792527578185553,0.028107340363770633
AC023794.1,0.0,0.0,0.0,0.26461856189060673,0.016930030188497116
AC023794.2,0.0,0.0,0.0,0.0971888938657805,0.005665446977909845
AC023794.4,0.0,0.0,0.03989605638645116,0.02217039241817201,0.011308732808332805
AC023796.1,0.0,0.10850596886558207,0.0,0.0,0.005665446977909845
AC023796.2,0.0,0.0,0.03989605638645116,0.011127783298664777,0.022529509804773026
AC023813.1,0.15320183964568132,0.10850596886558207,0.22433487668244584,0.0,0.0
AC023813.3,0.41803249925833175,0.4756617630180751,0.22433487668244584,0.20771834144133997,0.055677527242008584
AC023813.4,0.0,0.0,0.0,0.011127783298664777,0.0
AC023824.1,0.0,0.0,0.0,0.0,0.005665446977909845
AC023824.3,0.0,0.10850596886558207,0.0,0.011127783298664777,0.0
AC023824.4,0.0,0.0,0.0,0.0,0.0
AC023824.5,0.0,0.0,0.0,0.0,0.0
AC023825.2,0.2916854154205314,0.0,0.03989605638645116,0.02217039241817201,0.022529509804773026
AC023830.1,0.0,0.0,0.0,0.0,0.022529509804773026
AC023830.2,0.0,0.10850596886558207,0.03989605638645116,0.08670785186945702,0.07736050269799918
AC023855.1,0.15320183964568132,0.10850596886558207,0.18928536007324867,0.2173589249878885,0.04471259570320563
AC023866.1,0.0,0.0,0.0,0.0,0.0
AC023866.2,0.0,0.0,0.0,0.0,0.0
AC023886.1,0.0,0.0,0.0,0.0,0.005665446977909845
AC023905.1,0.0,0.0,0.0,0.011127783298664777,0.016930030188497116
AC023906.2,0.0,0.2094188879792804,0.11652347988531384,0.044005234777390975,0.03366368862284041
AC023906.3,0.0,0.10850596886558207,0.22433487668244584,0.0971888938657805,0.061128899199910415
AC023906.4,0.0,0.0,0.03989605638645116,0.0,0.016930030188497116
AC023906.5,0.2916854154205314,0.3037323046627132,0.41843508174328287,0.1585247510123138,0.08273070707704679
AC023908.3,0.5341999884465196,0.7680789913890524,1.346069904654717,1.0859257473127562,0.7114269862209298
AC023946.1,0.0,0.0,0.03989605638645116,0.05479996905834087,0.016930030188497116
AC023983.1,0.15320183964568132,0.10850596886558207,0.15336308674825527,0.011127783298664777,0.05020547855928063
AC023983.2,0.7417546142468083,1.2190229682710216,0.9865139276362371,0.06551453296190632,0.03366368862284041
AC024022.1,0.0,0.0,0.0,0.0,0.0
AC024028.1,0.0,0.0,0.0,0.0,0.0
AC024060.1,1.3609182973331027,1.707182116072996,1.9486214286076355,1.8640843313613946,1.4681581275268356
AC024075.3,0.0,0.0,0.0,0.05479996905834087,0.03366368862284041
AC024084.1,0.0,0.2094188879792804,0.03989605638645116,0.011127783298664777,0.0
AC024132.1,0.0,0.0,0.0,0.0,0.005665446977909845
AC024132.2,0.0,0.0,0.0,0.0,0.005665446977909845
AC024132.3,0.0,0.0,0.0,0.011127783298664777,0.03366368862284041
AC024145.1,0.0,0.0,0.0,0.011127783298664777,0.0
AC024224.2,0.0,0.0,0.07871845775781273,0.011127783298664777,0.0
AC024230.1,0.0,0.0,0.0,0.0,0.0
AC024243.1,0.0,0.2094188879792804,0.18928536007324867,0.30134233517102277,0.34205430509436474
AC024257.1,0.0,0.0,0.0,0.0,0.0
AC024257.3,1.7927570702631226,2.123924691674533,2.0399851113186416,1.5801236903462368,1.3858345610053708
AC024257.4,0.15320183964568132,0.0,0.07871845775781273,0.0971888938657805,0.07197023387152215
AC024257.5,0.0,0.0,0.07871845775781273,0.05479996905834087,0.011308732808332805
AC024267.1,0.0,0.0,0.0,0.07615010853404029,0.1301836682820277
AC024267.3,0.0,0.0,0.07871845775781273,0.033129121339292356,0.028107340363770633
AC024267.4,0.0,0.3037323046627132,0.22433487668244584,0.033129121339292356,0.016930030188497116
AC024267.5,0.0,0.0,0.0,0.011127783298664777,0.005665446977909845
AC024267.6,0.0,0.3037323046627132,0.07871845775781273,0.06551453296190632,0.08273070707704679
AC024270.2,0.0,0.0,0.0,0.02217039241817201,0.005665446977909845
AC024270.3,0.0,0.0,0.0,0.0,0.0
AC024270.4,0.0,0.0,0.0,0.02217039241817201,0.028107340363770633
AC024337.1,0.0,0.0,0.0,0.033129121339292356,0.0
AC024337.2,0.0,0.0,0.0,1.3800667238709807,0.005665446977909845
AC024361.2,0.15320183964568132,0.0,0.07871845775781273,0.0971888938657805,0.4581692440860759
AC024361.3,0.0,0.0,0.0,0.0,0.011308732808332805
AC024382.1,0.0,0.0,0.0,0.0,0.0
AC024475.1,0.0,0.0,0.0,0.06551453296190632,0.022529509804773026
AC024475.3,0.0,0.0,0.0,0.011127783298664777,0.028107340363770633
AC024475.4,0.15320183964568132,0.2094188879792804,0.18928536007324867,0.033129121339292356,0.028107340363770633
AC024559.1,0.0,0.0,0.0,0.0,0.011308732808332805
AC024559.2,0.0,0.0,0.0,0.0,0.0
AC024560.1,0.15320183964568132,0.0,0.29197837950315925,0.178403926850422,0.546325036988425
AC024560.3,0.15320183964568132,0.10850596886558207,0.03989605638645116,0.2173589249878885,0.06655975010341297
AC024563.1,0.0,0.0,0.0,0.0,0.0
AC024575.1,0.0,0.0,0.11652347988531384,0.14848149083017906,0.2965609437111366
AC024579.1,0.0,0.0,0.0,0.0,0.0
AC024581.1,0.0,0.0,0.0,0.0,0.028107340363770633
AC024587.2,0.0,0.0,0.0,0.0,0.0
AC024592.1,0.0,0.0,0.0,0.0,0.0
AC024592.2,0.0,0.0,0.07871845775781273,0.011127783298664777,1.1981919839336364
AC024592.3,0.15320183964568132,0.0,0.07871845775781273,0.12818275792491216,0.04471259570320563
AC024597.1,0.2916854154205314,0.10850596886558207,0.0,0.0971888938657805,0.005665446977909845
AC024600.1,0.0,0.0,0.11652347988531384,0.05479996905834087,0.03366368862284041
AC024601.1,0.0,0.0,0.0,0.0,0.0
AC024603.1,0.0,0.0,0.0,0.011127783298664777,0.0
AC024610.1,0.0,0.0,0.0,0.0,0.0
AC024610.2,0.15320183964568132,0.0,0.3246468006686816,0.26461856189060673,0.6146493165409032
AC024614.1,0.0,0.0,0.0,0.0,0.0
AC024614.2,0.0,0.0,0.0,0.0,0.0
AC024614.4,0.0,0.0,0.0,0.011127783298664777,0.0
AC024619.2,0.0,0.0,0.0,0.0,0.0
AC024619.3,0.0,0.0,0.03989605638645116,0.0,0.0
AC024651.1,0.0,0.0,0.0,0.033129121339292356,0.016930030188497116
AC024651.2,0.0,0.0,0.03989605638645116,0.0,0.05020547855928063
AC024681.2,0.0,0.0,0.0,0.0,0.0
AC024884.2,0.0,0.0,0.03989605638645116,0.02217039241817201,0.055677527242008584
AC024896.1,0.0,0.10850596886558207,0.03989605638645116,0.1585247510123138,0.07197023387152215
AC024901.1,0.0,0.0,0.0,0.07615010853404029,0.005665446977909845
AC024908.1,0.0,0.0,0.22433487668244584,0.011127783298664777,0.0
AC024909.1,0.0,0.0,0.0,0.0,0.005665446977909845
AC024909.2,2.0485753015070443,2.9912987766822994,1.5940050000169945,0.8583921070696394,0.7558055175899145
AC024933.1,0.41803249925833175,0.2094188879792804,0.41843508174328287,0.5039824710140821,0.2591042851881327
AC024941.1,0.0,0.0,0.0,0.011127783298664777,0.016930030188497116
AC024941.2,0.0,0.0,0.0,0.178403926850422,0.1660418016688751
AC024958.1,0.0,0.0,0.0,0.0,0.011308732808332805
AC025030.2,0.0,0.0,0.0,0.0,0.005665446977909845
AC025031.1,0.0,0.0,0.07871845775781273,0.044005234777390975,0.016930030188497116
AC025031.2,0.0,0.10850596886558207,0.15336308674825527,0.1585247510123138,0.16097345550546674
AC025031.4,0.0,0.3922566758905808,0.813174459649374,0.273887514179965,0.6869531049216538
AC025034.1,0.15320183964568132,0.3037323046627132,0.6679691878876498,0.34597029811122487,0.2591042851881327
AC025035.1,0.0,0.0,0.0,0.1383678245036296,0.005665446977909845
AC025038.1,0.0,0.0,0.03989605638645116,0.011127783298664777,0.0
AC025040.1,0.2916854154205314,0.10850596886558207,0.18928536007324867,0.07615010853404029,0.0
AC025043.1,0.0,0.0,0.03989605638645116,0.011127783298664777,0.022529509804773026
AC025048.1,0.0,0.0,0.0,0.0,0.005665446977909845
AC025048.4,2.161267427798561,2.174727036988936,2.3002894498276665,0.37209911453221334,0.20596004937128568
AC025154.1,0.0,0.0,0.0,0.0,0.005665446977909845
AC025154.2,0.0,0.0,0.07871845775781273,0.011127783298664777,0.6146493165409032
AC025162.1,0.0,0.0,0.07871845775781273,0.044005234777390975,0.016930030188497116
AC025164.1,2.9697709045727145,4.704522870294183,4.57436561570329,2.7768871003584463,2.9530960506451223
AC025165.1,0.0,0.0,0.0,0.033129121339292356,0.0
AC025165.2,0.0,0.2094188879792804,0.11652347988531384,0.12818275792491216,0.1197726292442381
AC025165.3,0.0,0.0,0.0,0.02217039241817201,0.011308732808332805
AC025165.4,0.15320183964568132,0.10850596886558207,0.07871845775781273,0.1882417298774216,0.14566069922869013
AC025165.5,0.5341999884465196,0.3922566758905808,0.3565918276508423,0.6102512299739099,0.36427409191572047
AC025166.1,0.0,0.0,0.0,0.02217039241817201,0.19111983909523525
AC025171.2,1.7927570702631226,2.546682971704547,2.616187176399113,1.7324448189809065,0.5579394937539928
AC025171.3,0.9231703333250494,1.6364515309624268,1.9381033252933135,1.7524756789689104,0.4786829081582622
AC025171.4,0.2916854154205314,0.8327781100183103,0.8806406014208541,0.8272511745934087,0.19111983909523525
