split,model,auc,brier
16,clinical_Mayo_age,0.6,0.23145558476451136
16,clinical_plus_myeloid,0.8,0.18725394166174084
16,clinical_plus_barrier,0.6571428571428571,0.24242888543707627
16,clinical_plus_myeloid_barrier,0.7428571428571429,0.20149650185626197
17,clinical_Mayo_age,0.41666666666666663,0.308187698356845
17,clinical_plus_myeloid,0.5833333333333334,0.28510650755748457
17,clinical_plus_barrier,0.4722222222222222,0.2897729829714084
17,clinical_plus_myeloid_barrier,0.611111111111111,0.2826170240664638
18,clinical_Mayo_age,0.6111111111111112,0.2503745677863801
18,clinical_plus_myeloid,0.5555555555555556,0.2763137538948892
18,clinical_plus_barrier,0.6666666666666666,0.24300124382702012
18,clinical_plus_myeloid_barrier,0.5555555555555556,0.2750013395603563
19,clinical_Mayo_age,0.8666666666666667,0.2190949624937684
19,clinical_plus_myeloid,0.7,0.22435254834408777
19,clinical_plus_barrier,0.6666666666666666,0.2103877459178953
19,clinical_plus_myeloid_barrier,0.6666666666666666,0.22292860499079703
20,clinical_Mayo_age,0.5714285714285714,0.2282894924886937
20,clinical_plus_myeloid,0.4857142857142857,0.28570354705897477
20,clinical_plus_barrier,0.6285714285714286,0.23299326955567579
20,clinical_plus_myeloid_barrier,0.5142857142857142,0.2838811004807467
21,clinical_Mayo_age,0.6714285714285714,0.226074379362692
21,clinical_plus_myeloid,0.8285714285714285,0.1742636308947106
21,clinical_plus_barrier,0.6857142857142857,0.2191332102737349
21,clinical_plus_myeloid_barrier,0.8285714285714285,0.1781485039582609
22,clinical_Mayo_age,0.5555555555555556,0.27076505573968007
22,clinical_plus_myeloid,0.7222222222222222,0.2277173420169193
22,clinical_plus_barrier,0.5833333333333334,0.2535082621959385
22,clinical_plus_myeloid_barrier,0.6944444444444444,0.22568794990659344
23,clinical_Mayo_age,0.41666666666666663,0.2926968250741911
23,clinical_plus_myeloid,0.5555555555555556,0.24569548138507316
23,clinical_plus_barrier,0.4722222222222222,0.27443686619191754
23,clinical_plus_myeloid_barrier,0.5555555555555556,0.2470084718550842
24,clinical_Mayo_age,0.7333333333333333,0.22217865907651807
24,clinical_plus_myeloid,0.6666666666666666,0.23139951637193254
24,clinical_plus_barrier,0.6,0.243658826169552
24,clinical_plus_myeloid_barrier,0.6333333333333333,0.24855783263429415
25,clinical_Mayo_age,0.6,0.24862154825030344
25,clinical_plus_myeloid,0.45714285714285713,0.3313579954060741
25,clinical_plus_barrier,0.37142857142857144,0.3602156348253717
25,clinical_plus_myeloid_barrier,0.3714285714285714,0.3710111897290527
26,clinical_Mayo_age,0.4714285714285714,0.2514892360133525
26,clinical_plus_myeloid,0.6857142857142857,0.2150836983720622
26,clinical_plus_barrier,0.48571428571428565,0.24241765662384862
