split,model,auc,brier
109,clinical_plus_myeloid_barrier,0.6,0.235992326083095
110,clinical_Mayo_age,0.8,0.22254623333134985
110,clinical_plus_myeloid,0.8,0.18906466654084475
110,clinical_plus_barrier,0.7714285714285715,0.20432460573195657
110,clinical_plus_myeloid_barrier,0.7714285714285714,0.19171331400372074
111,clinical_Mayo_age,0.5714285714285714,0.24667250778258556
111,clinical_plus_myeloid,0.6857142857142857,0.24223036351338056
111,clinical_plus_barrier,0.5714285714285714,0.2527260203279187
111,clinical_plus_myeloid_barrier,0.6857142857142857,0.2440942203577582
112,clinical_Mayo_age,0.5833333333333334,0.25384803131830064
112,clinical_plus_myeloid,0.6666666666666667,0.2344275486912606
112,clinical_plus_barrier,0.3611111111111111,0.2865066415091794
112,clinical_plus_myeloid_barrier,0.5555555555555556,0.2512971784995865
113,clinical_Mayo_age,0.19444444444444442,0.3146186211207849
113,clinical_plus_myeloid,0.5277777777777777,0.2525009162135901
113,clinical_plus_barrier,0.24999999999999994,0.2967289721424746
113,clinical_plus_myeloid_barrier,0.5555555555555556,0.25325683709310215
114,clinical_Mayo_age,0.4333333333333333,0.28983363139919066
114,clinical_plus_myeloid,0.4333333333333333,0.27794825495448733
114,clinical_plus_barrier,0.5,0.2856345772565922
114,clinical_plus_myeloid_barrier,0.4333333333333333,0.2775382573012299
115,clinical_Mayo_age,0.6285714285714286,0.23810059642656675
115,clinical_plus_myeloid,0.6857142857142857,0.21510692090816694
115,clinical_plus_barrier,0.6285714285714286,0.22854812927026702
115,clinical_plus_myeloid_barrier,0.6571428571428571,0.21417399016315322
116,clinical_Mayo_age,0.47142857142857136,0.25593499471990916
116,clinical_plus_myeloid,0.5714285714285714,0.26790663457742053
116,clinical_plus_barrier,0.5142857142857143,0.27288163463896375
116,clinical_plus_myeloid_barrier,0.5714285714285714,0.273967286171048
117,clinical_Mayo_age,0.5,0.25875598377859255
117,clinical_plus_myeloid,0.5833333333333333,0.24499819214352728
117,clinical_plus_barrier,0.6111111111111112,0.24144638943071992
117,clinical_plus_myeloid_barrier,0.5833333333333333,0.24893575229801027
118,clinical_Mayo_age,0.6111111111111112,0.23840604662249823
118,clinical_plus_myeloid,0.888888888888889,0.18858650174581196
118,clinical_plus_barrier,0.6944444444444445,0.22157905483248408
118,clinical_plus_myeloid_barrier,0.888888888888889,0.18638509889129617
119,clinical_Mayo_age,0.6,0.2439416914964819
119,clinical_plus_myeloid,0.5,0.23157317361353363
119,clinical_plus_barrier,0.5,0.3030842031162473
119,clinical_plus_myeloid_barrier,0.4666666666666666,0.28451082709386327
120,clinical_Mayo_age,0.39999999999999997,0.27627624231996245
120,clinical_plus_myeloid,0.5142857142857142,0.26552406337493845
120,clinical_plus_barrier,0.48571428571428565,0.26229542009832824
120,clinical_plus_myeloid_barrier,0.5142857142857142,0.26481568664702543
121,clinical_Mayo_age,0.6285714285714286,0.2447633431518018
121,clinical_plus_myeloid,0.6571428571428571,0.2606400299185571
121,clinical_plus_barrier,0.48571428571428565,0.29226250862817754
121,clinical_plus_myeloid_barrier,0.6,0.28864712017213584
122,clinical_Mayo_age,0.888888888888889,0.22701617490497136
122,clinical_plus_myeloid,0.6388888888888888,0.2627201680054672
122,clinical_plus_barrier,0.5555555555555556,0.24147035758428806
122,clinical_plus_myeloid_barrier,0.4722222222222222,0.2642977372692012
123,clinical_Mayo_age,0.5694444444444445,0.2559715232461402
123,clinical_plus_myeloid,0.5833333333333334,0.2263369459446056
123,clinical_plus_barrier,0.6111111111111112,0.23894468492425158
123,clinical_plus_myeloid_barrier,0.5833333333333334,0.22820660807995577
124,clinical_Mayo_age,0.39999999999999997,0.2974974487687667
124,clinical_plus_myeloid,0.6333333333333333,0.2400225524359281
124,clinical_plus_barrier,0.4666666666666666,0.28487543779888747
124,clinical_plus_myeloid_barrier,0.6666666666666666,0.24280967868329884
125,clinical_Mayo_age,0.5714285714285714,0.24149956883440563
125,clinical_plus_myeloid,0.7142857142857143,0.20444125639675947
125,clinical_plus_barrier,0.6285714285714286,0.23625848747806863
125,clinical_plus_myeloid_barrier,0.7142857142857143,0.20378080370800997
126,clinical_Mayo_age,0.4285714285714286,0.31565491261328804
126,clinical_plus_myeloid,0.5142857142857142,0.27273322955208906
126,clinical_plus_barrier,0.3142857142857143,0.3227831484415271
126,clinical_plus_myeloid_barrier,0.4,0.2915607916186684
127,clinical_Mayo_age,0.7222222222222223,0.22594882820562157
127,clinical_plus_myeloid,0.7222222222222223,0.22127663500907138
127,clinical_plus_barrier,0.7777777777777778,0.22625057936062487
127,clinical_plus_myeloid_barrier,0.7222222222222223,0.22070068042145818
128,clinical_Mayo_age,0.6666666666666667,0.23004849990082762
128,clinical_plus_myeloid,0.888888888888889,0.17549875441506724
128,clinical_plus_barrier,0.8611111111111112,0.20721162738603383
128,clinical_plus_myeloid_barrier,0.8611111111111112,0.17840407161219593
129,clinical_Mayo_age,0.4666666666666667,0.2610882971275213
129,clinical_plus_myeloid,0.4666666666666667,0.29068771649087943
129,clinical_plus_barrier,0.6,0.24616646078178486
129,clinical_plus_myeloid_barrier,0.43333333333333335,0.2874835124547693
130,clinical_Mayo_age,0.4857142857142857,0.2551313819843202
130,clinical_plus_myeloid,0.5428571428571428,0.2516993087187173
130,clinical_plus_barrier,0.22857142857142854,0.29129837559810473
130,clinical_plus_myeloid_barrier,0.39999999999999997,0.2817380144763314
131,clinical_Mayo_age,0.42857142857142855,0.2661181847127419
131,clinical_plus_myeloid,0.7714285714285714,0.20049819547618866
131,clinical_plus_barrier,0.5428571428571428,0.26766281192435587
131,clinical_plus_myeloid_barrier,0.6857142857142857,0.21788623452250366
132,clinical_Mayo_age,0.5833333333333333,0.2613327059769565
132,clinical_plus_myeloid,0.6666666666666667,0.217117059987039
132,clinical_plus_barrier,0.47222222222222227,0.26983277229279407
132,clinical_plus_myeloid_barrier,0.6944444444444444,0.22683550504091587
133,clinical_Mayo_age,0.2777777777777778,0.3116299184819929
133,clinical_plus_myeloid,0.5833333333333333,0.27775136068263956
133,clinical_plus_barrier,0.3055555555555556,0.30085465558126967
133,clinical_plus_myeloid_barrier,0.4444444444444444,0.2908304352281028
134,clinical_Mayo_age,0.85,0.21455878534930245
134,clinical_plus_myeloid,0.6666666666666666,0.24526252770807383
134,clinical_plus_barrier,1.0,0.19664967526007715
134,clinical_plus_myeloid_barrier,0.6333333333333333,0.25333553094931677
135,clinical_Mayo_age,0.6,0.2703440801466261
135,clinical_plus_myeloid,0.7142857142857143,0.21367045021278439
135,clinical_plus_barrier,0.6,0.2510568398908584
135,clinical_plus_myeloid_barrier,0.6857142857142857,0.21249815733723396
136,clinical_Mayo_age,0.8428571428571429,0.22122994899071488
136,clinical_plus_myeloid,0.7428571428571429,0.20294562346647416
136,clinical_plus_barrier,0.6285714285714286,0.24208541149028776
136,clinical_plus_myeloid_barrier,0.7428571428571429,0.21890462725759238
137,clinical_Mayo_age,0.3055555555555555,0.3025209742977255
137,clinical_plus_myeloid,0.6388888888888888,0.24838657065612293
137,clinical_plus_barrier,0.3333333333333333,0.3058146255771105
137,clinical_plus_myeloid_barrier,0.5833333333333335,0.26528413824134794
138,clinical_Mayo_age,0.5555555555555556,0.2555959365468752
138,clinical_plus_myeloid,0.38888888888888884,0.4094171096941479
138,clinical_plus_barrier,0.4444444444444444,0.2841914665644537
138,clinical_plus_myeloid_barrier,0.38888888888888884,0.40849918378824496
139,clinical_Mayo_age,0.7333333333333333,0.22288718270052693
139,clinical_plus_myeloid,1.0,0.1649574630267319
139,clinical_plus_barrier,0.9,0.20509500328586325
139,clinical_plus_myeloid_barrier,0.9333333333333333,0.1705622601684249
140,clinical_Mayo_age,0.5714285714285714,0.23945670163859603
140,clinical_plus_myeloid,0.7428571428571429,0.20430099698802665
140,clinical_plus_barrier,0.4857142857142857,0.2801732583962691
140,clinical_plus_myeloid_barrier,0.6,0.24131929404570837
141,clinical_Mayo_age,0.6571428571428571,0.2369953998038403
141,clinical_plus_myeloid,0.6571428571428571,0.22107319632641356
141,clinical_plus_barrier,0.6285714285714286,0.221754710404345
141,clinical_plus_myeloid_barrier,0.6571428571428571,0.22196180206734004
142,clinical_Mayo_age,0.5,0.26371710616118654
142,clinical_plus_myeloid,0.5555555555555556,0.32497470562815
142,clinical_plus_barrier,0.4444444444444445,0.2918659021901772
142,clinical_plus_myeloid_barrier,0.47222222222222227,0.328621348386899
143,clinical_Mayo_age,0.8055555555555556,0.2221191060686104
143,clinical_plus_myeloid,0.8333333333333335,0.1845253373377912
143,clinical_plus_barrier,0.888888888888889,0.20531966435226703
143,clinical_plus_myeloid_barrier,0.8333333333333335,0.18432978580489692
144,clinical_Mayo_age,0.5333333333333333,0.24903866588304605
144,clinical_plus_myeloid,0.7666666666666666,0.21019146330266622
144,clinical_plus_barrier,0.6,0.23757799236263005
144,clinical_plus_myeloid_barrier,0.8,0.20890815050381087
145,clinical_Mayo_age,0.5142857142857142,0.25112728070715
145,clinical_plus_myeloid,0.6571428571428571,0.22764013195019409
145,clinical_plus_barrier,0.6285714285714286,0.23336752948896533
145,clinical_plus_myeloid_barrier,0.6,0.23918263424429273
146,clinical_Mayo_age,0.7571428571428571,0.2280242299151829
146,clinical_plus_myeloid,0.8285714285714285,0.1791333127797996
146,clinical_plus_barrier,0.7428571428571429,0.21304750936785208
146,clinical_plus_myeloid_barrier,0.7714285714285714,0.17971986237592055
147,clinical_Mayo_age,0.5,0.25402750995357737
147,clinical_plus_myeloid,0.6388888888888888,0.24360442344707814
147,clinical_plus_barrier,0.4444444444444444,0.30327123892709923
147,clinical_plus_myeloid_barrier,0.5277777777777778,0.2794753628528742
148,clinical_Mayo_age,0.8055555555555556,0.21746108722356353
148,clinical_plus_myeloid,0.75,0.23027161282867326
148,clinical_plus_barrier,0.8055555555555556,0.20311137586049002
148,clinical_plus_myeloid_barrier,0.75,0.23008729620179535
149,clinical_Mayo_age,0.4333333333333333,0.2967204204446054
149,clinical_plus_myeloid,0.6,0.27560274494787085
149,clinical_plus_barrier,0.36666666666666664,0.29809250917651336
149,clinical_plus_myeloid_barrier,0.5666666666666667,0.28012110649151645
150,clinical_Mayo_age,0.5714285714285714,0.2563608973788472
150,clinical_plus_myeloid,0.5428571428571428,0.2468913403426458
150,clinical_plus_barrier,0.5142857142857142,0.2840151567785301
150,clinical_plus_myeloid_barrier,0.5714285714285714,0.269838644082398
151,clinical_Mayo_age,0.7142857142857143,0.2296385786510282
151,clinical_plus_myeloid,0.6571428571428571,0.22519142695651406
151,clinical_plus_barrier,0.5142857142857142,0.23662135607886384
151,clinical_plus_myeloid_barrier,0.5142857142857142,0.2277377339149087
152,clinical_Mayo_age,0.6111111111111112,0.2561157854932275
152,clinical_plus_myeloid,0.7222222222222222,0.2398034035221539
152,clinical_plus_barrier,0.6666666666666666,0.2472417124904629
152,clinical_plus_myeloid_barrier,0.7222222222222222,0.24010684551555453
153,clinical_Mayo_age,0.5,0.2452845504796077
153,clinical_plus_myeloid,0.9166666666666667,0.213794357286599
153,clinical_plus_barrier,0.6944444444444444,0.22742688111709028
153,clinical_plus_myeloid_barrier,0.9166666666666667,0.21557873435386452
154,clinical_Mayo_age,0.7,0.24846451692996327
154,clinical_plus_myeloid,0.7,0.2547317881211045
154,clinical_plus_barrier,0.6666666666666666,0.2477185383966388
154,clinical_plus_myeloid_barrier,0.7333333333333333,0.25212481385368896
155,clinical_Mayo_age,0.5428571428571428,0.24518891940453466
155,clinical_plus_myeloid,0.6571428571428571,0.2084889958999795
155,clinical_plus_barrier,0.4857142857142857,0.30129803847122727
155,clinical_plus_myeloid_barrier,0.5142857142857142,0.2715971080362773
156,clinical_Mayo_age,0.8571428571428572,0.2271597370606048
156,clinical_plus_myeloid,0.5714285714285714,0.2945421270560898
156,clinical_plus_barrier,0.7714285714285714,0.23032461419516428
156,clinical_plus_myeloid_barrier,0.5714285714285714,0.2919472043778614
157,clinical_Mayo_age,0.7222222222222222,0.2253136566068528
157,clinical_plus_myeloid,0.9444444444444445,0.16484058553069705
157,clinical_plus_barrier,0.8333333333333334,0.22192003221622625
157,clinical_plus_myeloid_barrier,0.9444444444444445,0.17765011598162617
158,clinical_Mayo_age,0.6666666666666666,0.24821834673949572
158,clinical_plus_myeloid,0.6666666666666667,0.22603207425782412
158,clinical_plus_barrier,0.6944444444444444,0.23155556774563582
158,clinical_plus_myeloid_barrier,0.6388888888888888,0.22877797799756983
159,clinical_Mayo_age,0.39999999999999997,0.2701337128340287
159,clinical_plus_myeloid,0.4666666666666666,0.28261092924773207
159,clinical_plus_barrier,0.4333333333333333,0.2546083129698553
159,clinical_plus_myeloid_barrier,0.4666666666666666,0.28255539102914423
160,clinical_Mayo_age,0.4714285714285714,0.256626703495629
160,clinical_plus_myeloid,0.8285714285714285,0.18792146793042783
160,clinical_plus_barrier,0.3428571428571428,0.2534310002845254
160,clinical_plus_myeloid_barrier,0.8285714285714285,0.19795806358301093
161,clinical_Mayo_age,0.6285714285714286,0.23050952928489513
161,clinical_plus_myeloid,0.6285714285714286,0.2833032395783937
161,clinical_plus_barrier,0.5142857142857142,0.27197992834711876
161,clinical_plus_myeloid_barrier,0.6,0.286893739906668
162,clinical_Mayo_age,0.41666666666666674,0.282073835852115
162,clinical_plus_myeloid,0.6111111111111112,0.2346245795936084
162,clinical_plus_barrier,0.5,0.2702688266241217
162,clinical_plus_myeloid_barrier,0.5,0.25559201363143985
163,clinical_Mayo_age,0.763888888888889,0.2193263749582769
163,clinical_plus_myeloid,0.7222222222222222,0.22971092501684873
163,clinical_plus_barrier,0.7222222222222222,0.21123026193248806
163,clinical_plus_myeloid_barrier,0.7222222222222222,0.22966345682983422
164,clinical_Mayo_age,0.43333333333333335,0.2670089847669427
164,clinical_plus_myeloid,0.6666666666666667,0.21853685510369633
164,clinical_plus_barrier,0.5,0.2630092795053715
164,clinical_plus_myeloid_barrier,0.6333333333333333,0.22699692126380572
165,clinical_Mayo_age,0.5,0.25634687621644137
165,clinical_plus_myeloid,0.5428571428571428,0.2772008043784044
165,clinical_plus_barrier,0.5714285714285714,0.2671042899130283
165,clinical_plus_myeloid_barrier,0.5428571428571428,0.28128268559804587
166,clinical_Mayo_age,0.8,0.2106122537764288
166,clinical_plus_myeloid,0.8,0.20040851374472482
166,clinical_plus_barrier,0.8,0.19885717504226366
166,clinical_plus_myeloid_barrier,0.8,0.1981224889655171
167,clinical_Mayo_age,0.8333333333333334,0.22039576269881733
167,clinical_plus_myeloid,0.7222222222222222,0.21372615103112477
167,clinical_plus_barrier,0.8333333333333334,0.2012117663018903
167,clinical_plus_myeloid_barrier,0.7222222222222222,0.2122009690525286
168,clinical_Mayo_age,0.5555555555555556,0.2681767450348102
168,clinical_plus_myeloid,0.5555555555555556,0.24883917000527866
168,clinical_plus_barrier,0.5833333333333334,0.25726264141598076
168,clinical_plus_myeloid_barrier,0.5555555555555556,0.24740716915098396
169,clinical_Mayo_age,0.3333333333333333,0.28978824247191803
169,clinical_plus_myeloid,0.5666666666666667,0.2258650705660715
169,clinical_plus_barrier,0.39999999999999997,0.2882167789695869
169,clinical_plus_myeloid_barrier,0.6333333333333333,0.24282922215243116
170,clinical_Mayo_age,0.5428571428571428,0.26093502245406064
170,clinical_plus_myeloid,0.7142857142857142,0.22975495337601173
170,clinical_plus_barrier,0.5428571428571428,0.24779897657939673
170,clinical_plus_myeloid_barrier,0.7142857142857142,0.22903840171660148
171,clinical_Mayo_age,0.5714285714285714,0.2444688275356601
171,clinical_plus_myeloid,0.6285714285714286,0.22653028035239667
171,clinical_plus_barrier,0.6285714285714286,0.23559731865492264
171,clinical_plus_myeloid_barrier,0.6285714285714286,0.22534686607915777
172,clinical_Mayo_age,0.8055555555555556,0.21661869522137087
172,clinical_plus_myeloid,0.611111111111111,0.2565946261518686
172,clinical_plus_barrier,0.5,0.26226773424190225
172,clinical_plus_myeloid_barrier,0.5555555555555556,0.2658264718105616
173,clinical_Mayo_age,0.4861111111111111,0.2665468465333736
173,clinical_plus_myeloid,0.6388888888888888,0.2396239423347792
173,clinical_plus_barrier,0.5,0.270712652539867
173,clinical_plus_myeloid_barrier,0.6111111111111112,0.24817662424874268
174,clinical_Mayo_age,0.6333333333333333,0.24436184598526245
174,clinical_plus_myeloid,0.7999999999999999,0.18941980508356496
174,clinical_plus_barrier,0.7,0.22705683998983694
174,clinical_plus_myeloid_barrier,0.7666666666666666,0.1920856831425646
175,clinical_Mayo_age,0.4285714285714285,0.25607628077149086
175,clinical_plus_myeloid,0.657142857142857,0.2257354070667376
175,clinical_plus_barrier,0.4857142857142857,0.247839292116711
175,clinical_plus_myeloid_barrier,0.6000000000000001,0.24420831792881903
176,clinical_Mayo_age,0.7285714285714285,0.2171519742633279
176,clinical_plus_myeloid,0.8285714285714286,0.20210704879725608
176,clinical_plus_barrier,0.4857142857142857,0.23122912251718078
176,clinical_plus_myeloid_barrier,0.7714285714285715,0.20778220038997708
177,clinical_Mayo_age,0.6527777777777778,0.23472839439204266
177,clinical_plus_myeloid,0.75,0.200768382894149
177,clinical_plus_barrier,0.6111111111111112,0.24069710026671168
177,clinical_plus_myeloid_barrier,0.7222222222222223,0.20858034844337048
178,clinical_Mayo_age,0.5555555555555556,0.24972457893899005
178,clinical_plus_myeloid,0.6111111111111112,0.238838228773631
178,clinical_plus_barrier,0.4166666666666667,0.29735716431840536
178,clinical_plus_myeloid_barrier,0.5,0.2668576344011642
179,clinical_Mayo_age,0.39999999999999997,0.28315462107415706
179,clinical_plus_myeloid,0.6666666666666667,0.24049863415635173
179,clinical_plus_barrier,0.4333333333333333,0.2699859635822128
179,clinical_plus_myeloid_barrier,0.6666666666666667,0.23934420068718323
180,clinical_Mayo_age,0.48571428571428565,0.24686809517300554
180,clinical_plus_myeloid,0.4571428571428572,0.2766289311227383
180,clinical_plus_barrier,0.6,0.2291408138650479
180,clinical_plus_myeloid_barrier,0.3428571428571428,0.297853589933582
181,clinical_Mayo_age,0.37142857142857144,0.2582215162290023
181,clinical_plus_myeloid,0.7428571428571429,0.20074105634960795
181,clinical_plus_barrier,0.28571428571428575,0.3236015636386787
181,clinical_plus_myeloid_barrier,0.39999999999999997,0.2925466935736511
182,clinical_Mayo_age,0.9444444444444444,0.22764511911141713
182,clinical_plus_myeloid,0.6111111111111112,0.2617612461814997
182,clinical_plus_barrier,0.8333333333333334,0.20499923912088347
182,clinical_plus_myeloid_barrier,0.6111111111111112,0.26040255091909015
183,clinical_Mayo_age,0.4444444444444444,0.28425760520102933
183,clinical_plus_myeloid,0.5277777777777777,0.265661899304967
183,clinical_plus_barrier,0.5555555555555556,0.27072224494505975
183,clinical_plus_myeloid_barrier,0.5277777777777777,0.2645017732293807
184,clinical_Mayo_age,0.5,0.25567083427757553
184,clinical_plus_myeloid,0.7333333333333333,0.216696440731022
184,clinical_plus_barrier,0.5333333333333333,0.24906894770832838
184,clinical_plus_myeloid_barrier,0.7333333333333333,0.21945069946457874
185,clinical_Mayo_age,0.6857142857142857,0.22886735982107756
185,clinical_plus_myeloid,0.7142857142857143,0.2529240715091682
185,clinical_plus_barrier,0.7428571428571429,0.21693192523830607
185,clinical_plus_myeloid_barrier,0.6857142857142857,0.25064653769829004
186,clinical_Mayo_age,0.6428571428571428,0.22356714720063633
186,clinical_plus_myeloid,0.6285714285714286,0.21682721768940713
186,clinical_plus_barrier,0.4571428571428571,0.25492874363518214
186,clinical_plus_myeloid_barrier,0.5714285714285714,0.23279680653323262
187,clinical_Mayo_age,0.5833333333333334,0.26043555363365994
187,clinical_plus_myeloid,0.7777777777777778,0.21417192379058778
187,clinical_plus_barrier,0.5833333333333333,0.26649955427434324
187,clinical_plus_myeloid_barrier,0.7500000000000001,0.23287717364931929
188,clinical_Mayo_age,0.6111111111111112,0.2437298334699141
188,clinical_plus_myeloid,0.5277777777777778,0.2523919223332622
188,clinical_plus_barrier,0.6944444444444445,0.2275914627018315
188,clinical_plus_myeloid_barrier,0.5277777777777778,0.2550335746487595
189,clinical_Mayo_age,0.5333333333333333,0.25505724032442906
189,clinical_plus_myeloid,0.7333333333333333,0.2137387706224513
189,clinical_plus_barrier,0.5666666666666667,0.2422976638029583
189,clinical_plus_myeloid_barrier,0.8,0.21203783844949375
190,clinical_Mayo_age,0.657142857142857,0.232560271811845
190,clinical_plus_myeloid,0.6571428571428571,0.2207651989534473
190,clinical_plus_barrier,0.5714285714285714,0.23052968939627672
190,clinical_plus_myeloid_barrier,0.6285714285714286,0.22017027013704146
191,clinical_Mayo_age,0.4571428571428571,0.27201731393603124
191,clinical_plus_myeloid,0.5714285714285714,0.26755441112603023
191,clinical_plus_barrier,0.5142857142857142,0.3128670360752076
191,clinical_plus_myeloid_barrier,0.5714285714285714,0.2926859527719909
192,clinical_Mayo_age,0.7916666666666667,0.22256928092655948
192,clinical_plus_myeloid,0.888888888888889,0.17027762922203957
192,clinical_plus_barrier,0.6111111111111112,0.22664477616973763
192,clinical_plus_myeloid_barrier,0.8055555555555556,0.18414848110775628
193,clinical_Mayo_age,0.5277777777777778,0.2674306796367873
193,clinical_plus_myeloid,0.5555555555555556,0.29836039213386123
193,clinical_plus_barrier,0.5555555555555556,0.2480644013738086
193,clinical_plus_myeloid_barrier,0.5277777777777778,0.3082745926565848
194,clinical_Mayo_age,0.5833333333333333,0.2285134828004534
194,clinical_plus_myeloid,0.9,0.18065008922130985
194,clinical_plus_barrier,0.7666666666666666,0.210519695533655
194,clinical_plus_myeloid_barrier,0.9,0.17855371538058185
195,clinical_Mayo_age,0.6285714285714286,0.259657974498308
195,clinical_plus_myeloid,0.6857142857142857,0.23066357060088005
195,clinical_plus_barrier,0.6571428571428571,0.2529607288704617
195,clinical_plus_myeloid_barrier,0.6857142857142857,0.2290137772983494
196,clinical_Mayo_age,0.14285714285714285,0.2904096546072347
196,clinical_plus_myeloid,0.4857142857142857,0.30307646246982817
196,clinical_plus_barrier,0.28571428571428564,0.2868284148194957
196,clinical_plus_myeloid_barrier,0.5142857142857143,0.30067091130790385
197,clinical_Mayo_age,0.7222222222222222,0.22428340534899147
197,clinical_plus_myeloid,0.8333333333333334,0.17540348010379347
197,clinical_plus_barrier,0.6666666666666667,0.2371706926327074
197,clinical_plus_myeloid_barrier,0.8055555555555556,0.1971728568494525
198,clinical_Mayo_age,0.5277777777777778,0.25631795769425053
198,clinical_plus_myeloid,0.7222222222222223,0.2481540405545073
198,clinical_plus_barrier,0.6666666666666667,0.24018390154636574
198,clinical_plus_myeloid_barrier,0.7222222222222223,0.2528582965106541
199,clinical_Mayo_age,0.4333333333333333,0.2939255800491049
199,clinical_plus_myeloid,0.5666666666666667,0.28624024788762176
199,clinical_plus_barrier,0.4333333333333333,0.3065813505880002
199,clinical_plus_myeloid_barrier,0.5333333333333333,0.2989191287733415
200,clinical_Mayo_age,0.48571428571428565,0.2597687642941559
200,clinical_plus_myeloid,0.6,0.23491921515964664
200,clinical_plus_barrier,0.5428571428571428,0.2437587469503808
200,clinical_plus_myeloid_barrier,0.6,0.23595862347348928
201,clinical_Mayo_age,0.39999999999999997,0.30746734617972243
201,clinical_plus_myeloid,0.45714285714285713,0.33550448444699993
201,clinical_plus_barrier,0.4,0.3516114734106787
201,clinical_plus_myeloid_barrier,0.45714285714285713,0.35931733557038653
202,clinical_Mayo_age,0.7777777777777778,0.22283793501865257
202,clinical_plus_myeloid,0.9166666666666667,0.16225957395602478
202,clinical_plus_barrier,0.888888888888889,0.20641198459759028
202,clinical_plus_myeloid_barrier,0.888888888888889,0.16160806985760942
203,clinical_Mayo_age,0.513888888888889,0.2612817029776228
203,clinical_plus_myeloid,0.5277777777777778,0.2563395491221392
203,clinical_plus_barrier,0.5833333333333333,0.2445010706051677
203,clinical_plus_myeloid_barrier,0.5277777777777778,0.2566737327852849
204,clinical_Mayo_age,0.6,0.2324063787178418
204,clinical_plus_myeloid,0.8666666666666667,0.19032708284547706
204,clinical_plus_barrier,0.6,0.250028946221486
204,clinical_plus_myeloid_barrier,0.8,0.20963639166549122
205,clinical_Mayo_age,0.6285714285714286,0.24883600387626004
205,clinical_plus_myeloid,0.7142857142857143,0.21512919396300859
205,clinical_plus_barrier,0.6571428571428571,0.2333481583679823
205,clinical_plus_myeloid_barrier,0.7142857142857143,0.2131120346169132
206,clinical_Mayo_age,0.7714285714285714,0.2169910444295616
206,clinical_plus_myeloid,0.8571428571428571,0.21853527263643244
206,clinical_plus_barrier,0.9142857142857143,0.20305225202778762
206,clinical_plus_myeloid_barrier,0.8571428571428571,0.21854879720394407
207,clinical_Mayo_age,0.5833333333333334,0.254333197362748
207,clinical_plus_myeloid,0.6666666666666667,0.22975135536333022
207,clinical_plus_barrier,0.6944444444444445,0.2362498904904471
207,clinical_plus_myeloid_barrier,0.638888888888889,0.23311637789836034
208,clinical_Mayo_age,0.6111111111111112,0.2457169112190424
208,clinical_plus_myeloid,0.7222222222222222,0.21486924182694978
208,clinical_plus_barrier,0.6111111111111112,0.27134716455672564
208,clinical_plus_myeloid_barrier,0.7222222222222222,0.2420418375350989
209,clinical_Mayo_age,0.6,0.23415933334526884
209,clinical_plus_myeloid,0.7333333333333333,0.22228739348953583
209,clinical_plus_barrier,0.5,0.2695924633095471
209,clinical_plus_myeloid_barrier,0.7666666666666666,0.24212840954630704
210,clinical_Mayo_age,0.8571428571428571,0.2177945737263802
210,clinical_plus_myeloid,0.8285714285714285,0.18437857253912573
210,clinical_plus_barrier,0.9142857142857144,0.2003241409499059
210,clinical_plus_myeloid_barrier,0.8285714285714285,0.18468113423800392
211,clinical_Mayo_age,0.5142857142857142,0.2651110170065972
211,clinical_plus_myeloid,0.7428571428571429,0.19464743547376806
211,clinical_plus_barrier,0.5142857142857142,0.2563835085110328
211,clinical_plus_myeloid_barrier,0.8,0.20301159893491236
212,clinical_Mayo_age,0.7222222222222222,0.22833462944538227
212,clinical_plus_myeloid,0.8333333333333334,0.21614685934751124
212,clinical_plus_barrier,0.6944444444444445,0.24104211943160744
212,clinical_plus_myeloid_barrier,0.7777777777777778,0.23179551447371194
213,clinical_Mayo_age,0.2222222222222222,0.3758126201114862
213,clinical_plus_myeloid,0.3055555555555555,0.34644330078948443
213,clinical_plus_barrier,0.16666666666666666,0.3711791937917373
213,clinical_plus_myeloid_barrier,0.24999999999999997,0.347803325550406
214,clinical_Mayo_age,0.7,0.2218364747424072
214,clinical_plus_myeloid,0.6,0.30183088741348985
214,clinical_plus_barrier,0.7,0.21643944459220069
214,clinical_plus_myeloid_barrier,0.6,0.3007245951228131
215,clinical_Mayo_age,0.8571428571428572,0.21201240446353173
215,clinical_plus_myeloid,0.2571428571428571,0.3661530046473997
215,clinical_plus_barrier,0.42857142857142855,0.2974246373793354
215,clinical_plus_myeloid_barrier,0.2571428571428571,0.3879935329605459
216,clinical_Mayo_age,0.5142857142857142,0.25945679203340616
216,clinical_plus_myeloid,0.7714285714285714,0.18960226312543546
216,clinical_plus_barrier,0.5428571428571428,0.2421118371161768
216,clinical_plus_myeloid_barrier,0.7428571428571429,0.19306575417485036
217,clinical_Mayo_age,0.6111111111111112,0.24655398966543973
217,clinical_plus_myeloid,0.9166666666666667,0.1805333770426237
217,clinical_plus_barrier,0.638888888888889,0.23096400966894834
217,clinical_plus_myeloid_barrier,0.888888888888889,0.18631696824058833
218,clinical_Mayo_age,0.5555555555555556,0.25646136249322354
218,clinical_plus_myeloid,0.6666666666666667,0.2477868379011786
218,clinical_plus_barrier,0.6111111111111112,0.24382722187261438
218,clinical_plus_myeloid_barrier,0.6666666666666667,0.2461839455908763
219,clinical_Mayo_age,0.39999999999999997,0.2823856517096292
219,clinical_plus_myeloid,0.4333333333333333,0.27153613470462684
219,clinical_plus_barrier,0.4666666666666666,0.28492313433417826
219,clinical_plus_myeloid_barrier,0.4333333333333333,0.273926944210683
