geo_accession,resident_like_macrophage,inflammatory_monocyte,other_myeloid,stroma,colonic_epithelium
GSM364627,0.10281245622490043,0.0558124058692221,0.05031700723370691,0.18194223338557608,0.6091158972865944
GSM364628,0.0,0.12490993000319242,0.1341086609758221,0.08778092744224235,0.6532004815787431
GSM364629,0.008820420607875976,0.08919339365005809,0.06747305484999154,0.18563936567074704,0.6488737652213273
GSM364630,0.0409472656749762,0.1512431328307548,0.04189752153206489,0.028653879198730813,0.7372582007634734
GSM364631,0.043656935853776065,0.1349881980402236,0.09063539211996545,0.08349421510008122,0.6472252588859537
GSM364632,0.055975449983359314,0.0505031460406634,0.06493487353821616,0.15676780052280234,0.6718187299149587
GSM364633,0.0,0.08607797871249495,0.08077452925351224,0.12779369479871108,0.7053537972352818
GSM364634,0.0,0.2075124579560655,0.07231121422675726,0.12830807311535652,0.5918682547018208
GSM364635,0.01732300682731797,0.1323538464411931,0.018882487801447023,0.07975040204092572,0.7516902568891163
GSM364636,0.005375245809227328,0.22650031875535975,0.0490404955733474,0.0,0.7190839398620655
GSM364637,0.10347893292761354,0.17104426180693516,0.0,0.017866654176718528,0.7076101510887327
GSM364638,0.0,0.04581016037361163,0.11575500277501095,0.11903651024208219,0.7193983266092951
GSM364639,0.0,0.10012426932940938,0.0870823089893871,0.11443645011527154,0.698356971565932
GSM364640,0.03096007886211574,0.0877930601824019,0.0479288857425821,0.10987813384215703,0.7234398413707432
GSM364641,0.0,0.3323018462715261,0.0077441467182011265,0.0,0.6599540070102727
GSM364642,0.0,0.021936695394598284,0.10159187007897406,0.15667418118229096,0.7197972533441367
GSM364643,0.008663281116583401,0.1410023789974431,0.0610708895424418,0.10201282372594465,0.6872506266175871
GSM364644,0.0,0.17376657264499856,0.09254771904797617,0.13371230878412643,0.599973399522899
GSM364645,0.0,0.23180691765250327,0.005732288350064232,0.07953515621193986,0.6829256377854926
GSM364646,0.03557648044183101,0.16516822318139773,0.0,0.24362015774798984,0.5556351386287814
GSM364647,0.0,0.09485097635075669,0.06886172382662432,0.15872799076123928,0.6775593090613796
GSM364648,0.0,0.06823297137989726,0.10234731365226554,0.06664865080630696,0.7627710641615303
GSM364649,0.0,0.26841181888077953,0.04081282972038628,0.09651800108015228,0.594257350318682
GSM364650,0.0,0.2769773782002798,0.04539322345390284,0.048422312791349446,0.6292070855544678
