geo_accession,resident_like_macrophage,inflammatory_monocyte,other_myeloid,stroma,colonic_epithelium
GSM2429346,0.03182211584275352,0.0,0.10279072372889857,0.18120332556662222,0.6841838348617257
GSM2429347,0.02489640855649974,0.0,0.111706425012382,0.18607006651766886,0.6773270999134494
GSM2429348,0.0,0.0,0.11697074915205644,0.17414010465324614,0.7088891461946973
GSM2429349,0.0,0.0,0.12092559084162421,0.16286558250981517,0.7162088266485606
GSM2429350,0.02645434834460027,0.017453200714228324,0.09572749727173614,0.16571045776842153,0.6946544959010137
GSM2429351,0.0899095726057202,0.013001769481206056,0.12566542157373572,0.1499778144479071,0.6214454218914309
GSM2429352,0.0,0.0,0.10143812023397852,0.21218648675991308,0.6863753930061083
GSM2429353,0.031258244439716275,0.0,0.11500087163224282,0.14414076466377665,0.7096001192642643
GSM2429354,0.0,0.0,0.13823912616489725,0.20026066740663623,0.6615002064284665
GSM2429355,0.05065305721392714,0.0,0.11114424155487736,0.15256458314372726,0.6856381180874683
GSM2429356,0.05778176395996807,0.0,0.1239314828094279,0.1932323080432577,0.6250544451873463
GSM2429357,0.0,0.0,0.08355312050899605,0.19610132424214954,0.7203455552488544
GSM2429358,0.019573720890155175,0.0,0.09306596018114821,0.225588037581312,0.6617722813473846
GSM2429359,0.015796125269805533,0.0,0.10403214781649762,0.20576086276805045,0.6744108641456464
GSM2429360,0.11422785887714512,0.0,0.040288830573107344,0.18024589090931598,0.6652374196404316
GSM2429361,0.0,0.0,0.1446092261747617,0.24848359392760597,0.6069071798976323
GSM2429362,0.007364522552737185,0.0,0.11847595449926558,0.17454581124354307,0.6996137117044542
GSM2429363,0.03923564196855768,0.005359256831149137,0.13364903474472356,0.27596831425090884,0.5457877522046608
GSM2429364,0.05673657138526547,0.01341534627985459,0.09520372489759601,0.19809501149460926,0.6365493459426746
GSM2429365,0.0,0.020289850542649705,0.16126792710221108,0.3206921494094061,0.4977500729457331
GSM2429366,0.10034216423497185,0.0,0.11868916975809353,0.26012807164801394,0.5208405943589207
GSM2429367,0.09068418521722488,0.07832149138917348,0.0940750564643128,0.12925091536865557,0.6076683515606333
GSM2429368,0.05086467689449778,0.08598036254827635,0.08692032540666672,0.2783829387661106,0.4978516963844486
GSM2429369,0.007431125673165606,0.0547433601727763,0.07607258793121599,0.15229509136848865,0.7094578348543535
GSM2429370,0.059593750683726784,0.010132768834928224,0.0849972933349266,0.13087243698835735,0.714403750158061
GSM2429371,0.0,0.0,0.0989191483002797,0.2205278679582142,0.6805529837415061
GSM2429372,0.015349472997162831,0.10453984224753592,0.06752195754380222,0.3672596198037049,0.4453291074077942
GSM2429373,0.0754952070072838,0.0,0.03158809889762037,0.20066070517211818,0.6922559889229776
GSM2429374,0.090426925844965,0.0,0.07138006462460589,0.10229451109003261,0.7358984984403965
GSM2429375,0.03549947775875571,0.0,0.10082259585316083,0.12304133120586669,0.7406365951822167
GSM2429376,0.057997656951042816,0.0,0.09776281825167678,0.3047205146660266,0.5395190101312538
GSM2429377,0.016941798120132075,0.0,0.16038098687956864,0.17237846425522013,0.6502987507450791
GSM2429378,0.03184185748753881,0.0,0.1505612172136185,0.284444687451237,0.5331522378476057
GSM2429379,0.06702769155346076,0.0,0.09367894027498934,0.15950028454615722,0.6797930836253927
GSM2429380,0.0,0.0,0.13343366861591283,0.17573736012783564,0.6908289712562515
GSM2429381,0.08534076613738388,0.0,0.022334098649798184,0.18571081214708904,0.7066143230657289
GSM2429382,0.03978327818412443,0.0,0.060598930923030925,0.20608632332681845,0.6935314675660261
GSM2429383,0.0,0.10422735316785614,0.08563105783229026,0.25137252974701046,0.5587690592528431
GSM2429384,0.05351901774624935,0.04591879710565719,0.10927582722528294,0.12309765068838971,0.6681887072344209
GSM2429385,0.0,0.0,0.136516721430793,0.15237999963670673,0.7111032789325002
GSM2429386,0.03130004991905859,0.0,0.15582529066037368,0.3368126493639578,0.47606201005661003
GSM2429387,0.043696872544198906,0.0,0.1399195384390613,0.2778532154871096,0.5385303735296302
GSM2429388,0.06045958149415044,0.0,0.0793714709336913,0.21344092270409523,0.646728024868063
GSM2429389,0.06662978715055833,0.0,0.06162236173766485,0.20677183844528826,0.6649760126664886
GSM2429390,0.0,0.0,0.09317070982936254,0.18003889936255413,0.7267903908080834
GSM2429391,0.01922439338618491,0.0,0.16176867434574912,0.10280463851524871,0.7162022937528172
