geo_accession,resident_like_macrophage,inflammatory_monocyte,other_myeloid,stroma,colonic_epithelium
GSM578713,0.0,0.007149281974405816,0.22028042451228888,0.45892650173913135,0.31364379177417395
GSM578714,0.0,0.0,0.22027603893983883,0.42063609044774536,0.3590878706124157
GSM578715,0.00690885585502943,0.06474559258362335,0.09114736118288005,0.26320801245807285,0.5739901779203944
GSM578716,0.021457869170462173,0.0,0.17434431889202243,0.21605561806199866,0.5881421938755168
GSM578717,0.0,0.043436831996809235,0.09886630055787544,0.2728896476496381,0.5848072197956773
GSM578718,0.0,0.12529046380951728,0.06170014718912836,0.28187291899619643,0.531136470005158
GSM578719,0.0,0.0970120935832664,0.0494184344231412,0.219874908097548,0.6336945638960444
GSM578720,0.027458215862384488,0.10682038807762004,0.07110689597894564,0.22770131046357667,0.5669131896174732
GSM578721,0.0,0.027654115152249217,0.048040549382657186,0.31278005163275097,0.6115252838323426
GSM578722,0.0,0.0,0.17551960679768935,0.19015653597185522,0.6343238572304554
GSM578723,0.0,0.02986747855526347,0.10021215612243602,0.22655323765124336,0.6433671276710572
GSM578724,0.0,0.03651567004766337,0.14845997167459368,0.22889171096567026,0.5861326473120726
GSM578725,0.0,0.023119722293791556,0.13346144252182202,0.2029900194193357,0.6404288157650507
GSM578726,0.0,0.0,0.1499563916353691,0.2151168619194849,0.634926746445146
GSM578727,0.0,0.10827839452495071,0.03210424387362731,0.2457747194052092,0.6138426421962128
GSM578728,0.021424249060534473,0.03742440048353755,0.0733624378258621,0.2409174794586599,0.626871433171406
GSM578729,0.0,0.06933121192827195,0.04627102989546138,0.26783036168397967,0.616567396492287
GSM578730,0.0,0.3064076475207393,0.020417442459522345,0.07873434085484358,0.5944405691648947
GSM578731,0.0,0.06745199257849531,0.12102386926185159,0.1689931556397098,0.6425309825199433
GSM578732,0.009496024416964581,0.046551163853051684,0.11986377579312203,0.16077694464261574,0.663312091294246
GSM578733,0.041742487974775706,0.03624405867049883,0.10325644866922766,0.28915555214055516,0.5296014525449426
GSM578734,0.0,0.04248416673982549,0.11025495053790949,0.24266759548115108,0.604593287241114
GSM578735,0.0,0.0006476613407514617,0.1327962660222022,0.1965225972322737,0.6700334754047726
GSM578736,0.0,0.06682898026962462,0.1097113700152679,0.21300599067795647,0.610453659037151
GSM578737,0.0,0.10913755723036997,0.09591675820100187,0.1361933017459733,0.6587523828226549
GSM578738,0.0,0.12104492649771888,0.009271019963436307,0.264061380770398,0.6056226727684468
GSM578739,0.0,0.21007379048329847,0.07867855688995973,0.15758049891980141,0.5536671537069404
GSM578740,0.02436953247331794,0.2801818471039095,0.0,0.1352493603438494,0.5601992600789233
GSM578741,0.0,0.2584519299738555,0.032389601720374195,0.19131247408738533,0.517845994218385
GSM578742,0.0,0.12214658682622799,0.07300427929403902,0.34371824538614526,0.46113088849358774
GSM578743,0.0,0.15903405604538556,0.018386319009255428,0.20811872077828142,0.6144609041670775
GSM578744,0.0,0.03749571913640922,0.07156617454266626,0.3667514649462481,0.5241866413746764
GSM578745,0.0,0.0,0.16285788728018313,0.19643243946041045,0.6407096732594064
GSM578746,0.0,0.0,0.12384362268072954,0.3544731414126434,0.521683235906627
GSM578747,0.014522338280886326,0.0,0.13210040352247476,0.3042745371300072,0.5491027210666317
GSM578748,0.023176497879601157,0.03028519753606547,0.048160153804567785,0.3357956792297567,0.5625824715500088
GSM578749,0.0,0.03435040127851215,0.044670616786955164,0.38976409752654334,0.5312148844079894
GSM578750,0.0,0.0,0.12769716555916472,0.3336577994536424,0.538645034987193
GSM578751,0.0,0.0,0.16014232948996815,0.3414405595168949,0.4984171109931369
GSM578752,0.0,0.008012475679089285,0.12872651074485814,0.36536390215055176,0.49789711142550075
GSM578753,0.0,0.013184376299343097,0.10003596848945,0.3450724864965874,0.5417071687146195
GSM578754,0.0,0.028218810509912297,0.07904934168105256,0.30405357211897815,0.588678275690057
GSM578755,0.03189814020892283,0.05662924380540639,0.05393782514877829,0.25812019398716113,0.5994145968497313
GSM578756,0.0,0.013230340812004552,0.06373987875822026,0.33214789002751344,0.5908818904022618
GSM578757,0.0,0.2611501861826682,0.12857744246810277,0.3456788246479091,0.26459354670131985
